Date,Open,High,Low,Close,Adj Close,Volume
2023-07-26,179.0,180.44000244140625,176.9600067138672,177.47999572753906,177.47999572753906,526309
2023-07-27,179.27999877929688,182.36000061035156,177.9600067138672,182.10000610351562,182.10000610351562,513092
2023-07-28,181.5399932861328,186.0800018310547,179.6199951171875,185.13999938964844,185.13999938964844,430363
2023-07-31,185.1999969482422,187.27999877929688,183.83999633789062,184.0,184.0,443003
2023-08-01,184.0,184.25999450683594,182.4199981689453,182.4199981689453,182.4199981689453,294019
2023-08-02,179.0,181.0399932861328,177.39999389648438,178.66000366210938,178.66000366210938,421723
2023-08-03,181.5,182.9600067138672,175.8800048828125,179.5,179.5,519231
2023-08-04,182.0,182.3800048828125,178.72000122070312,181.25999450683594,181.25999450683594,317692
2023-08-07,179.82000732421875,180.13999938964844,177.55999755859375,179.4199981689453,179.4199981689453,342355
2023-08-08,178.97999572753906,178.97999572753906,174.55999755859375,175.66000366210938,175.66000366210938,366696
2023-08-09,178.36000061035156,179.5,176.83999633789062,177.17999267578125,177.17999267578125,201912
2023-08-10,179.44000244140625,183.10000610351562,178.44000244140625,182.44000244140625,182.44000244140625,382527
2023-08-11,181.0,181.75999450683594,177.4600067138672,177.94000244140625,177.94000244140625,367398
2023-08-14,177.4199981689453,179.66000366210938,176.6999969482422,178.1999969482422,178.1999969482422,214656
2023-08-15,181.0,182.77999877929688,177.0800018310547,179.74000549316406,179.74000549316406,390398
2023-08-16,179.1199951171875,185.0800018310547,178.63999938964844,185.0800018310547,185.0800018310547,463149
2023-08-17,184.0,188.3000030517578,184.0,185.0,185.0,520001
2023-08-18,183.52000427246094,184.33999633789062,181.47999572753906,183.60000610351562,183.60000610351562,449752
2023-08-21,184.39999389648438,188.60000610351562,183.27999877929688,183.74000549316406,183.74000549316406,326322
2023-08-22,185.36000061035156,187.6199951171875,181.32000732421875,184.0,184.0,581193
2023-08-23,184.82000732421875,185.74000549316406,171.74000549316406,177.9199981689453,177.9199981689453,1209752
2023-08-24,179.63999938964844,181.47999572753906,175.16000366210938,176.24000549316406,176.24000549316406,464329
2023-08-25,174.77999877929688,179.5,173.9600067138672,176.44000244140625,176.44000244140625,457454
2023-08-28,177.77999877929688,178.5,175.36000061035156,177.8000030517578,177.8000030517578,215101
2023-08-29,178.74000549316406,182.17999267578125,177.36000061035156,181.52000427246094,181.52000427246094,387805
2023-08-30,181.72000122070312,184.05999755859375,179.9199981689453,183.44000244140625,183.44000244140625,298728
2023-08-31,183.5,186.44000244140625,182.5399932861328,184.4199981689453,184.4199981689453,569162
2023-09-01,183.39999389648438,186.10000610351562,182.6999969482422,184.4600067138672,184.4600067138672,368557
2023-09-04,186.17999267578125,188.47999572753906,184.8800048828125,185.86000061035156,185.86000061035156,265820
