Date,Open,High,Low,Close,Adj Close,Volume
2023-07-26,643.4000244140625,645.5499877929688,640.4000244140625,644.0999755859375,595.8965454101562,15316016
2023-07-27,644.9000244140625,645.5999755859375,639.4000244140625,642.2999877929688,594.2312622070312,54254940
2023-07-28,645.0,655.2999877929688,643.75,646.7999877929688,598.3944702148438,14606823
2023-07-31,650.2999877929688,652.0,645.5999755859375,646.2999877929688,597.931884765625,17771442
2023-08-01,658.0,665.5999755859375,649.9000244140625,654.9000244140625,605.8883666992188,24505563
2023-08-02,651.5,654.8980102539062,634.0999755859375,636.9000244140625,589.2354125976562,22469669
2023-08-03,639.2999877929688,640.7999877929688,630.5,639.2000122070312,591.36328125,176906451
2023-08-04,642.9000244140625,644.2000122070312,633.5999755859375,636.4000244140625,588.7728271484375,15511434
2023-08-07,640.7000122070312,644.9000244140625,636.0999755859375,644.0999755859375,595.8965454101562,20496510
2023-08-08,639.5,642.0999755859375,631.4000244140625,634.5999755859375,587.1075439453125,62033025
2023-08-09,639.9000244140625,639.9000244140625,633.5999755859375,636.0,588.4027099609375,78117236
2023-08-10,629.9000244140625,633.7000122070312,624.7000122070312,632.0,592.1298217773438,59023405
2023-08-11,632.0,632.0,623.5,624.7999877929688,585.3839721679688,48386496
2023-08-14,624.0,627.5999755859375,617.5999755859375,621.5,582.292236328125,61518364
2023-08-15,620.9000244140625,620.9000244140625,598.7000122070312,600.2999877929688,562.4296264648438,24642980
2023-08-16,599.2000122070312,601.5999755859375,588.4000244140625,589.7999877929688,552.5919799804688,37789214
2023-08-17,592.7999877929688,596.7999877929688,589.7999877929688,592.4000244140625,555.0280151367188,15492986
2023-08-18,587.2000122070312,589.0999755859375,579.4000244140625,583.9000244140625,547.0642700195312,20736904
2023-08-21,583.5999755859375,588.7000122070312,581.7000122070312,583.2999877929688,546.5020751953125,28590940
2023-08-22,585.5999755859375,586.5999755859375,580.5999755859375,580.5999755859375,543.9723510742188,29208014
2023-08-23,582.4000244140625,587.2000122070312,581.0999755859375,584.7999877929688,547.907470703125,100676534
2023-08-24,589.5,592.5,587.9000244140625,589.0999755859375,551.9361572265625,61134863
2023-08-25,591.5,595.2930297851562,586.5999755859375,587.7999877929688,550.7182006835938,9832360
2023-08-29,594.9000244140625,598.2999877929688,586.9000244140625,595.7000122070312,558.119873046875,138408401
2023-08-30,597.5,600.7999877929688,590.7000122070312,590.7000122070312,553.4352416992188,36565404
2023-08-31,591.0,592.4000244140625,582.5,583.0999755859375,546.314697265625,45532273
2023-09-01,585.7000122070312,590.2999877929688,583.2999877929688,588.2999877929688,551.1866455078125,24327245
2023-09-04,593.9000244140625,595.0,584.0,585.7999877929688,548.8443603515625,36868212
2023-09-05,581.2000122070312,593.4000244140625,579.0999755859375,587.5,550.4371337890625,20296700
2023-09-06,587.0,587.2009887695312,579.5,585.2999877929688,548.3759155273438,14699219
2023-09-07,581.5,591.7000122070312,581.2999877929688,584.7000122070312,547.8137817382812,23007461
2023-09-08,585.2000122070312,587.5999755859375,576.9000244140625,584.4000244140625,547.53271484375,37302909
2023-09-11,582.4000244140625,591.4000244140625,581.9000244140625,590.0,552.7794189453125,23844895
